area_construida,num_quartos,num_banheiros,idade_imovel,latitude,longitude,distancia_centro,preco
37.04372467253207,4,2,29,-23.547426061655738,-46.649467402140736,1.6854849048311473,1323550
44.7702647292667,2,3,11,-23.577813715228608,-46.6676063037445,4.627915094920158,1039415
70.74333808596239,1,2,48,-23.557967315653627,-46.62688064535356,1.055236288319878,1156931
83.22435006002416,3,2,30,-23.546996699918324,-46.615938074814416,1.814676074576193,1404213
70.20436470311354,3,2,17,-23.531074343269637,-46.614670854967954,2.871766036351058,1204809
64.41235839759554,4,1,45,-23.53240958059654,-46.63825664040762,2.066480756160531,1252748
60.926540923128954,3,1,42,-23.560214842278004,-46.646425120971756,1.7185404412830374,1257440
42.795947044836346,2,2,1,-23.549203446388745,-46.67006933896867,3.7569892598452963,1143581
53.734042407225054,2,2,32,-23.535459242631923,-46.62450471370207,1.8924531729155984,1168961
58.07924486010508,1,2,10,-23.53844768763119,-46.613827379352976,2.3947875830030694,1202506
91.57301826525618,2,2,33,-23.556028908294362,-46.617737771046784,1.7028116625720522,1181574
73.92754462597715,2,1,15,-23.566937933455417,-46.62737515818936,1.9183958857445729,1255480
39.29463334293581,2,2,34,-23.573145002660056,-46.67968017961864,5.358282206218434,951259
73.49557430132303,2,1,32,-23.555600992245836,-46.651457438777484,1.9380452416405516,1159323
59.410757690709495,3,2,20,-23.543857706232835,-46.65125000798087,1.9749058978187817,1261643
54.43043149347264,2,3,19,-23.531511514339186,-46.61739422369282,2.657146941200573,1237302
80.11818737397867,2,2,7,-23.536909254758847,-46.675404449815666,4.55505262318439,1153127
90.85818249267498,1,1,25,-23.56978795223759,-46.642814419128264,2.3466606679939903,1118761
88.18034000554643,2,1,32,-23.544011093658877,-46.6704705917251,3.862729118073778,1085015
51.84376843784365,3,2,25,-23.565544937307077,-46.63363942600138,1.6666154318896786,1292481
60.7785108934108,2,2,36,-23.54582637027832,-46.62454211582752,1.0332189362281177,1360517
73.65404250257889,4,2,29,-23.54670972697696,-46.63506285516198,0.4567411285277381,1592382
89.35914066259012,2,1,30,-23.56637846985372,-46.62437904012855,1.9804331588229722,1258953
57.75718334809092,2,2,32,-23.568280568989135,-46.63747525915877,2.0148407853665433,1309338
63.073600537306085,2,2,10,-23.57480311187055,-46.66671126226676,4.345115945359264,1158003
47.8513584759615,2,1,40,-23.57747301815977,-46.65321355370483,3.6134705592278884,1069422
46.578451162478025,3,2,4,-23.53707744705718,-46.61301918286619,2.5491529183667927,1350540
85.09410372219857,2,1,1,-23.577507530268246,-46.65982775610554,4.0350445432481905,1165025
100.17032715050271,3,2,12,-23.57556294167374,-46.67559963310156,5.133623073830198,1186114
65.26115330845177,2,2,17,-23.568057398231588,-46.65306190175731,2.802113013118404,1116015
90.11258827757436,3,2,25,-23.535617083576888,-46.65435850168091,2.7093247517545747,1376172
74.32822864630779,1,2,24,-23.56335298197889,-46.647078382898734,2.00130620970099,1148011
54.952219627475486,3,2,43,-23.57041002212717,-46.64077876045432,2.3335251861888024,1407843
74.32286785209143,2,1,13,-23.544222225210245,-46.6105303713445,2.426619099662139,1178738
105.78523669467938,2,2,4,-23.564046512256564,-46.627063624046976,1.629818968945764,1414301
65.97343679879587,2,2,41,-23.56333166809619,-46.67748764650196,4.729970987583742,1058253
106.63300687128074,4,1,1,-23.543051170203075,-46.63011013702555,0.8869372555581577,1694531
30.388871392407893,1,1,3,-23.567417359219583,-46.62230377761118,2.1842309937838085,1126801
85.33381081743097,2,2,11,-23.53516199761472,-46.61730584827809,2.3564229859544077,1303396
68.4507234338701,3,1,10,-23.55192891610008,-46.65031957279683,1.7449155300645887,1403508
60.96486989156288,2,1,3,-23.55310841444138,-46.65804621023259,2.54307604460521,1184307
68.54758892998466,1,2,42,-23.566762388246687,-46.62124726450937,2.181315851661182,1150466
36.73497599542995,2,1,8,-23.538245282993504,-46.625566921344905,1.570204736381562,1172292
62.43327794667598,2,3,9,-23.551362522456426,-46.64247702850239,0.9418473944503034,1514659
74.22743096821257,4,1,26,-23.572224172604738,-46.67174820509094,4.604012843205426,1306660
103.89369505277354,3,2,5,-23.56968508813776,-46.63437670626523,2.1276267826533086,1434304
57.08371842129235,2,2,14,-23.556587204558966,-46.6754032703497,4.351275869715822,1142855
52.323830591176716,4,2,41,-23.54101790887918,-46.67297432367169,4.184881945895801,1139579
57.36721006783412,2,1,30,-23.533035236319154,-46.65682018327524,3.083682467016969,1143296
87.7613005552352,1,3,21,-23.54682506848115,-46.65401771521923,2.1541502189953983,1360867
73.59855062147352,2,2,5,-23.554692837522087,-46.64766181727768,1.5381192394335736,1314055
56.887289831062716,2,2,32,-23.5674634011244,-46.656259992854686,3.0040780376764813,1074797
77.7874595535186,1,1,28,-23.546356601977212,-46.67763482911958,4.549948737539982,935717
68.65701176039173,4,1,20,-23.530888012207324,-46.6689809020902,4.2416913795472455,1274949
89.17435490279557,3,2,29,-23.55618887622304,-46.67194216239176,3.995351315860044,1256014
54.02160568583816,2,1,20,-23.571892906055503,-46.64981714810038,2.9081285367389826,1096503
60.443035289372354,2,2,35,-23.57483297092729,-46.66515097509728,4.223328108543663,1089076
59.28566584248574,3,1,21,-23.56653719087005,-46.65945182949735,3.2068011548142574,1164982
42.98905358781062,4,2,45,-23.55152789904894,-46.64699027756447,1.4024284303276888,1378489
72.8815909999856,3,3,19,-23.532659734945433,-46.66351066981326,3.6633054242172354,1317143
72.11893142887186,2,2,21,-23.56504174584679,-46.662784962692974,3.4140533264893733,1194056
66.78870884524457,3,2,39,-23.56473044143142,-46.62167990758294,1.9726644925384196,1388089
62.15453972800369,2,2,10,-23.55594101704439,-46.64163391923575,1.0426641415221307,1296658
43.61446133625555,2,2,46,-23.53407288324504,-46.6200268383894,2.268657137509995,1186797
58.78027874597906,1,3,30,-23.559047247470545,-46.64398318593466,1.44423329873715,1192517
60.170707351227946,1,2,39,-23.568838530406953,-46.616351503730364,2.6681838493015313,1054031
52.421500352022235,2,2,12,-23.57184345425091,-46.66216805499549,3.778090748422355,1098841
63.53648364494444,2,1,17,-23.557149231536375,-46.636833097658695,0.8200186967363556,1294675
75.28005734585946,1,2,21,-23.539966128213493,-46.64477377583023,1.6533516151545635,1168510
117.43156875622435,3,1,16,-23.56543237976378,-46.61569163513217,2.4427279558315913,1395984
70.27199419571161,1,2,37,-23.554373868038468,-46.650706429549984,1.8282604682737857,1181478
72.0431407897936,2,2,24,-23.549849586378873,-46.62016233307134,1.3433190952834355,1319226
65.21348190689463,2,2,31,-23.557476479417105,-46.640526716457586,1.0683692085613987,1389791
37.50103885566144,4,2,14,-23.570415487932333,-46.630401993369766,2.225434017457936,1327966
66.15800111494738,2,2,12,-23.53391271610326,-46.617917483481634,2.416997195880095,1249802
67.90224266659462,1,1,25,-23.551727538238275,-46.61021655097066,2.360774866843576,1107083
139.62672805943095,2,2,49,-23.543543280804307,-46.62882023089466,0.89601448015724,1416883
62.946912382964896,3,1,10,-23.548197849728105,-46.65798346329576,2.5331190065960625,1288395
73.00034759410114,4,2,12,-23.530097598913624,-46.65906916046955,3.468351615131132,1325859
65.995494139908,2,1,32,-23.55718449327807,-46.658362732257565,2.663832313424267,1074916
46.9647156403566,2,1,49,-23.558751381335046,-46.673146417579034,4.169651277990163,949291
93.95790326500897,4,3,36,-23.5619930066955,-46.67624807756498,4.565908956901638,1333140
83.56125116307915,1,1,37,-23.561918577032987,-46.63934099865734,1.4070156263097593,1191154
84.54716836377965,2,2,0,-23.566211489464138,-46.62325880309448,2.0196122752721695,1328609
50.763813270739305,2,1,38,-23.530968493742673,-46.677470582212926,5.002147084318713,934579
101.57914956642726,1,3,26,-23.536460898284904,-46.64033559925047,1.7127905499783918,1369613
43.79171661692886,2,2,35,-23.56416634975214,-46.653976721514404,2.5975643356663225,1140989
79.52386204554185,2,1,31,-23.564738547767508,-46.617526035820966,2.253966366437215,1164749
128.65529392972996,2,1,40,-23.574823300640745,-46.66982291497834,4.600023031719707,1115291
49.542907013203816,4,2,14,-23.536148456974527,-46.64055975964933,1.7538146890500275,1493392
56.26713861236964,2,1,30,-23.56141169745867,-46.61203555051036,2.4847390978716035,1075947
68.7100453818231,3,2,5,-23.551369230392744,-46.65584769234744,2.3041704728042287,1417457
57.337640123953314,1,1,24,-23.534981113555954,-46.62807561620946,1.7996239831047243,1005684
41.879689447458695,2,1,48,-23.559594967576288,-46.618228419147194,1.8391536884844735,1090968
68.07219903564095,1,2,17,-23.53965659782886,-46.66696526062698,3.6411773320799243,1051040
48.48763834066343,4,1,21,-23.55848571868756,-46.61052309738166,2.4880043870519826,1337853
76.8670825182804,3,2,30,-23.544952953049112,-46.62334293344727,1.1878612162255013,1504952
50.611191601368766,2,1,35,-23.55844077964039,-46.67037050193212,3.88569402063658,1058796
106.16349606362085,3,1,8,-23.560362043272264,-46.65823807096396,2.770520524499874,1415441
52.72153533972518,2,3,45,-23.530464538021906,-46.63625209731499,2.239341165841917,1263995
60.54467638372089,4,2,2,-23.54938250789982,-46.61805575661769,1.5613882523631313,1415482
85.1194160462504,3,2,32,-23.56163044091885,-46.66636151341854,3.593555029059942,1285401
46.09666962890109,4,1,26,-23.56710902614566,-46.62881560922182,1.895601535041187,1261608
71.39572405599124,2,2,42,-23.57801168148852,-46.66105463907474,4.160868828825538,1027599
98.70571290605986,1,2,0,-23.544671682987563,-46.62362084845606,1.1804105431362186,1433913
41.17186067284219,2,1,43,-23.561392128590235,-46.63215905809075,1.2119346354244118,1116209
70.48431181155918,1,2,8,-23.538937291811063,-46.643396367573196,1.643981391365039,1316655
72.0935685330863,2,2,4,-23.561806576968884,-46.63450938263137,1.2582972587627452,1384071
84.31391035463837,2,1,14,-23.561333540378747,-46.61864883281263,1.9175974645433491,1224220
46.01257767061201,2,2,49,-23.54104094967966,-46.652950189810745,2.2634280624139924,1215056
44.87419985295769,1,2,8,-23.55552666716237,-46.62615248738908,0.9178678134733312,1223647
77.9901447762986,1,1,44,-23.53575526146993,-46.668876619558716,3.9828184334607624,946148
72.90049302111166,2,2,27,-23.550493212164774,-46.63091701041907,0.24330934039426033,1411201
71.89076794084453,4,1,12,-23.56796775932428,-46.62745398462698,2.0245640867188763,1262288
73.99033398507557,2,2,23,-23.551586407284997,-46.64899016122719,1.6065035509119876,1373899
54.37979032864156,2,2,44,-23.579799916203264,-46.62444645262903,3.368553404335537,1081997
71.4984741668374,3,2,9,-23.564380131264063,-46.641002764388546,1.726732891895136,1416792
72.8149828196713,2,3,41,-23.56960238297511,-46.614460792163136,2.8592435218602064,1245730
53.822660350316106,2,1,21,-23.547290607219853,-46.67212734948271,3.9803035619609495,1015777
116.7146834234131,2,2,38,-23.573198070825008,-46.670842500161434,4.583679122726657,1089515
76.87262845412054,2,2,21,-23.565495127661926,-46.62103007905688,2.0802267257575373,1238198
46.64701559388092,4,2,36,-23.56343457228383,-46.62103471078036,1.9026999212365707,1394884
81.20412794123028,1,2,38,-23.579835338556805,-46.64701426741542,3.5377867634160642,1057648
49.7791140230639,2,1,19,-23.577661671587357,-46.61252264530894,3.680866506275212,1093477
84.44710661259795,1,1,9,-23.564443693601124,-46.63244274769613,1.5467683709510358,1314745
94.40354955872463,2,1,9,-23.568882177340402,-46.611200272726656,3.0389948228850767,1292971
52.13285188690199,3,3,25,-23.57415466306924,-46.64273232233591,2.7911770480282865,1346122
89.03351205239228,2,1,24,-23.5722919171823,-46.66588706590264,4.110163950347596,1074211
75.4774758083915,1,2,27,-23.538223151930996,-46.64889248110796,2.093683803684963,1214038
85.33784691931402,2,2,12,-23.545834021224366,-46.61136592106371,2.2984016887292498,1294133
117.80584580261429,1,1,14,-23.555794123449918,-46.65407102328794,2.2002838995373626,1232376
61.95346664082173,1,2,5,-23.534556261188154,-46.61300884968056,2.722274070185758,1170718
53.19046498574271,3,2,11,-23.57852236045292,-46.6242085056628,3.239350835106932,1266695
51.06736641113109,3,2,18,-23.562753253202807,-46.64905255705449,2.104340918354538,1279583
52.20910549832239,4,1,31,-23.538830814124797,-46.64206902776297,1.5722431539410837,1352978
65.16154453458113,3,1,10,-23.548585550270733,-46.63747926459024,0.47648878578702075,1483877
73.87286627841085,2,1,37,-23.5309156282754,-46.63339637406888,2.1690235076114823,1147300
72.45801131419267,1,1,32,-23.53277425383559,-46.674631054836944,4.654530218901685,970833
85.46910577761317,3,2,1,-23.57150287544625,-46.614648836330865,3.00610214213071,1331192
66.94695353809797,3,2,14,-23.531400650140217,-46.63821002008295,2.1738879645884843,1366516
103.13720850462157,3,1,35,-23.532723260701296,-46.61481955462773,2.7270909500739515,1225500
61.59637060345496,2,2,4,-23.561319452746314,-46.63576710700981,1.224462476820492,1419016
150.81452189515434,2,2,14,-23.530855985415553,-46.64982891576932,2.75350772555139,1507502
80.45517558666307,3,1,42,-23.578207792383772,-46.64031503919246,3.151155501879773,1283560
51.5654942687286,3,1,9,-23.546962472254336,-46.62193477081718,1.2247827338591537,1292241
48.36286419783919,4,2,16,-23.566692609786777,-46.65717119179838,3.025862210798707,1334374
77.07212907143736,1,2,33,-23.573526845170232,-46.613047796004686,3.2831211016448343,1079902
62.3623148594258,2,2,23,-23.551123253752806,-46.6473831361536,1.4395698253305125,1220679
82.61573413045168,2,1,9,-23.56468248459074,-46.61306340985318,2.595366857436581,1250063
76.85890108166629,3,1,29,-23.546658732809444,-46.61834703696797,1.5849150819256734,1362862
65.24512470215222,1,1,2,-23.553000947394278,-46.62626366305089,0.7699639417600961,1378192
51.726068698568795,1,2,36,-23.560370529954568,-46.6472793540394,1.7978137611854639,1106094
42.332107157784094,4,2,2,-23.570908891934256,-46.638913839897995,2.3318564119000693,1380926
58.32585717805149,1,1,39,-23.549937490126393,-46.621337941134776,1.2229414332814015,1154756
86.22150618844351,3,2,4,-23.538538468526223,-46.64191609386947,1.5902728295968183,1473978
71.1100106198267,2,2,27,-23.549999776574538,-46.6283267296423,0.5107954175900545,1386877
45.89142894413377,3,2,43,-23.549473872211315,-46.624653866429526,0.8900765450537009,1383716
70.24255175516777,2,3,13,-23.554408131792613,-46.64408333280319,1.1830091355183638,1407286
74.85816680902185,4,1,38,-23.560587994133584,-46.642462673715244,1.4571975036720586,1385080
51.154106320173355,4,3,10,-23.557127097918322,-46.666151569794465,3.4334945605209777,1315194
69.83375799737993,1,1,7,-23.530522912143997,-46.662868257560504,3.743094138373643,969997
67.86107600875049,1,1,36,-23.542516574894737,-46.616653977176405,1.9158713421672453,1154343
47.32832297316808,2,2,7,-23.558472026801,-46.62117692711357,1.5203866145846132,1247153
74.24245884179206,2,3,11,-23.557135180002273,-46.67929142090219,4.752854826541506,1224623
78.90427097721992,3,2,14,-23.555018399612514,-46.61914286898084,1.5296209169141264,1498713
92.28811542745666,2,2,18,-23.547034290281058,-46.67823355800893,4.603897736981712,1275814
91.4818521645347,2,2,47,-23.556702088289224,-46.64792037179404,1.64319196680606,1300397
44.1105591196732,1,2,45,-23.545691044078037,-46.67527970917224,4.319256010435703,942185
50.33257531293327,3,1,27,-23.56354060966761,-46.612182380308,2.5950832514102617,1220637
77.82872509210104,4,2,6,-23.559468018398942,-46.6119376520937,2.396569165166394,1475962
77.7995607493888,2,2,39,-23.536797343764807,-46.63723903406234,1.569985445923587,1339808
77.82901506139618,2,2,6,-23.56355471726492,-46.65254565624235,2.439541855379612,1295452
211.83749488982838,1,2,29,-23.53177816334125,-46.644160507486376,2.3514005634981863,1524485
79.14385557713395,2,2,17,-23.571374752650755,-46.626639047566265,2.409860650930078,1270337
93.75356511812838,2,3,23,-23.567916009214642,-46.664376492819585,3.7130748649970835,1186938
88.78347399759085,1,2,5,-23.556816012462253,-46.649079425614815,1.756380382614679,1351345
81.07846385729984,2,3,3,-23.54012956369723,-46.62839119168228,1.2531451250554613,1329989
60.66817292945093,2,1,2,-23.543421226118582,-46.6523225265514,2.0945477839021813,1256585
83.73782325363358,2,2,48,-23.57127669911928,-46.67776024345351,5.089060819004576,1067921
52.8867288843222,2,2,46,-23.568165748701606,-46.64448239066614,2.2652505007232957,1186654
62.11294479228328,1,2,5,-23.551236850547458,-46.62838121862223,0.5088035637649793,1297456
57.65003971718567,3,2,25,-23.565241762735063,-46.61162285135708,2.7502194598599647,1328203
68.34457860046909,3,2,43,-23.55888373377602,-46.67740676927618,4.59797735183948,1198489
133.53953415618142,2,2,37,-23.55567029122565,-46.64220555784943,1.0745431520680953,1485850
38.0849976538774,1,2,10,-23.55028769973248,-46.64850429365027,1.5525691761849616,1248903
81.93105141104698,3,1,28,-23.567447433778035,-46.66302858474963,3.568634064531954,1302330
41.107280159193095,4,2,19,-23.57184299282225,-46.63535660959669,2.37308461020565,1293207
57.88280947655678,2,2,9,-23.560071830610298,-46.6685464255001,3.75149959915804,1085994
92.45159211892577,2,1,25,-23.575898688757217,-46.66012946628796,3.9262292913023065,1165128
67.98479013885438,1,2,47,-23.553661741445453,-46.625276982687744,0.8908625164082373,1063833
48.26354755042009,2,2,26,-23.53801974203825,-46.64777117819821,2.023320497731421,1190749
53.807286092250145,1,2,49,-23.574051217028362,-46.61044305471561,3.4998331284889543,947792
81.76745670689078,2,1,13,-23.57436347339352,-46.652947747909586,3.317931809569006,1167161
53.5646861512826,2,1,35,-23.575989110056632,-46.647571725372984,3.1768058749777346,998332
71.16047777532023,2,2,11,-23.537606935511906,-46.658981956653804,2.985880701305022,1215898
67.60429739573142,2,1,22,-23.57596475525359,-46.66345944756662,4.1754582264688285,1083517
54.8454865241981,2,2,20,-23.53082689823078,-46.61544030121636,2.841299666739658,1252523
126.87257379276934,2,1,7,-23.562083435297694,-46.62758213519099,1.409467401685521,1514937
80.65458928688443,1,2,38,-23.563561892042877,-46.6566618227459,2.789584871189464,1022865
36.32322064697851,1,1,8,-23.575418412395145,-46.630989080724795,2.7698289579756388,1008296
70.52281640650862,3,1,23,-23.55071793936808,-46.61239513746944,2.1345644823811303,1358802
54.678143575181224,1,2,30,-23.55070588938236,-46.67481664240702,4.238993210020394,958089
86.11899480829211,3,1,24,-23.55530970863549,-46.66148469169404,2.9265503249698273,1299627
52.575160715786645,4,2,16,-23.564448992639203,-46.66595950155635,3.674921387432153,1327681
64.42998095509911,2,3,41,-23.561570955496727,-46.61911517854489,1.8975742734605991,1278827
77.59447170171521,2,2,28,-23.56397483031631,-46.667456676931394,3.7931959732264984,1157808
86.46386303363629,2,2,2,-23.558692679585974,-46.65843468028072,2.7219100426703053,1347762
46.52133748005636,3,1,20,-23.56291059472594,-46.641929745867166,1.6326454599151365,1248840
60.319149828647625,4,1,7,-23.54622413400674,-46.63652339510891,0.5766967178069942,1500080
57.83050511727613,3,2,13,-23.565210676382634,-46.623427136622716,1.9158387173482265,1297846
54.81704743885911,1,2,38,-23.562458088425277,-46.65148737274123,2.2807901187107102,1070754
113.25436108339147,2,2,15,-23.558227005760543,-46.642602869414226,1.2784783864340175,1517480
75.30108270751148,2,2,17,-23.579801908286452,-46.612417654746906,3.8828578158488667,1183922
45.683391790622984,2,2,30,-23.555395871288955,-46.65918467843496,2.6978810052605144,1078799
87.8260878040727,1,1,10,-23.56720900984035,-46.66263340521843,3.5204334158648054,1062327
126.04599236318678,1,2,37,-23.577192477298773,-46.630258056606074,2.972511760007936,1171651
90.8981435666128,3,2,19,-23.53444893506176,-46.62602046101597,1.9268238506435786,1351945
42.27470895576926,2,2,45,-23.563879063305652,-46.65096547677738,2.3342108480534405,1146007
57.66957731002243,2,2,44,-23.558695736816365,-46.665091475724466,3.3704020779254393,1055652
97.52154663879581,2,1,3,-23.53863284208309,-46.6254754140932,1.5380876887401451,1424323
53.930660698601955,3,1,19,-23.571660551462312,-46.63306549733047,2.3436940888006164,1284756
76.18357044169805,3,2,30,-23.537484559520934,-46.618664053910386,2.0763436587782613,1255502
84.13227107508429,2,2,19,-23.56791810259613,-46.620897147497104,2.3075590476924743,1261213
50.49734994292081,1,2,10,-23.550548105419235,-46.665636337084706,3.301610694611246,980602
65.50604268910304,2,1,49,-23.545716080991692,-46.62173625739379,1.2941319986786606,1113665
30.0,4,1,0,-23.53474930270661,-46.667737838121674,3.925295328663802,1177572
49.04232533438354,2,2,43,-23.549618100265793,-46.61954072673554,1.4082461968276114,1237040
61.820161837434846,2,1,17,-23.5573384099375,-46.626077534617714,1.0570604208674048,1260984
45.863291397705964,2,2,38,-23.55138653238291,-46.64010972480023,0.7021830850392735,1244197
108.82307422166797,2,3,43,-23.56989587686299,-46.63504448269327,2.1555010641715637,1279131
43.421624900662934,3,2,32,-23.54554628329251,-46.672714451038765,4.061597192296953,1118373
58.4391857674876,2,1,35,-23.57065596439747,-46.677208037295955,5.007828863051264,937407
69.35388554141831,1,2,17,-23.55213761939609,-46.65685472807863,2.4118008562044366,1122362
102.75854230611404,1,1,46,-23.547619816931977,-46.622501593200795,1.147768233983123,1236653
43.34716723160013,2,1,30,-23.535070840979614,-46.6473950098774,2.234133087055102,1130113
94.53301377874644,4,1,34,-23.557490508701118,-46.66436241789628,3.264585718701334,1261314
66.89136719042523,2,1,38,-23.54123333867054,-46.62158157700596,1.5763699269233138,1185601
49.67726603878992,3,3,37,-23.571623475584786,-46.663996091894575,3.910796422165672,1218895
76.60260180397017,3,1,14,-23.57219017606331,-46.62291543937313,2.6257805402800054,1327059
70.79001138911683,2,1,46,-23.553760099314005,-46.64829143283573,1.572646413087334,1165461
55.69748185541838,1,3,5,-23.550182961744493,-46.64755535789129,1.4559267822853574,1362778
68.09750842603952,1,1,7,-23.548382947963354,-46.66090962730992,2.8287566047602133,1096507
59.40663502817005,3,2,39,-23.54271629789881,-46.61698781853705,1.8754261547697144,1335251
68.99646032028534,1,1,21,-23.56525342561194,-46.67378503070141,4.444619642517059,909378
81.34010589476328,2,1,0,-23.548869613907378,-46.66989155890875,3.7404579401843705,1175024
107.3189288751384,2,3,12,-23.570593043959683,-46.63548806622276,2.23652739415685,1394351
46.00064188216948,3,1,23,-23.56905011454727,-46.620491931397055,2.435308345649954,1115151
126.45797156832883,1,2,20,-23.576634555581304,-46.673318412487035,5.006960161849407,1138069
37.12808384270671,2,1,44,-23.542649970693063,-46.628637342540834,0.9912199319435481,1172003
63.71783269329235,2,1,42,-23.55465035148072,-46.628024192680236,0.7081267521679214,1324586
79.55870381582466,2,1,3,-23.56809071472002,-46.639293408888456,2.042038943159296,1266521
72.551565717742,3,1,6,-23.552188113714987,-46.645929036628125,1.302926237477781,1419972
55.323077938695114,1,1,11,-23.56228799006831,-46.65752385684847,2.796629441206092,1038078
62.649977668457865,3,2,12,-23.53813950448554,-46.655397674529716,2.6391304406134672,1252346
57.518102227330985,2,2,43,-23.553592605960233,-46.63278965693092,0.3464524862925054,1381022
55.87910808006148,2,1,15,-23.57850946385731,-46.675429889615025,5.303060188982947,933958
86.04587885860457,2,2,5,-23.530745235683014,-46.639054550871876,2.2654037462109766,1321681
74.22526907648125,2,3,13,-23.5762850730882,-46.6604887465283,3.9824762329458547,1148146
54.169993052806106,1,3,47,-23.545202090554998,-46.64733758616392,1.5487460213033197,1102579
87.34623757149154,2,2,30,-23.55813720803987,-46.640871426708486,1.145871336206623,1388391
73.1264296597145,2,2,35,-23.567534109673993,-46.618003845945594,2.449064408574285,1204184
85.10268920864719,2,1,36,-23.546177088276856,-46.63946475781673,0.7908359638603426,1370503
80.55084923942951,2,1,40,-23.57370513231475,-46.66409882998527,4.061021400174675,1070846
52.003004550179284,4,2,34,-23.537087665077177,-46.67443783827793,4.455388743135942,1118358
56.37048398629708,2,2,9,-23.567469400704343,-46.63611081202863,1.9011763843976743,1266562
83.44502915081597,1,2,16,-23.5619273170808,-46.64184661225542,1.5372528758987682,1281062
80.08680265433618,2,2,41,-23.54836781818479,-46.63297414723967,0.23847513422632474,1452365
66.26948413715061,3,3,29,-23.57994853422173,-46.64784223946039,3.5834890062624836,1315161
69.07536915043781,3,2,43,-23.556362569280555,-46.62224119068669,1.3024783151383932,1269231
97.8366712812949,2,2,6,-23.535287553924917,-46.615587422243294,2.4717563002133014,1417817
55.84212893472673,3,2,17,-23.545979217936317,-46.67719969044435,4.510202978015876,1187407
78.58094298300044,2,1,18,-23.560604981753066,-46.62791394246858,1.2469497461661558,1277705
62.761523605671584,2,1,14,-23.546978778592784,-46.67753876186772,4.533733164048846,1032115
62.47057457211376,3,1,38,-23.533171528754835,-46.648843231918924,2.4903914808900236,1099950
92.72453009133683,3,2,43,-23.5706097341582,-46.647687774826004,2.6679727559507374,1288299
